product_id,category_id,discount_id,product_name,product_price,product_description,unit,value,product_code,created_date,product_detailed_description,product_additional_info
89,16,1,뉴트리플랜참치&닭가슴살160g,1500,고양이용 건강 사료,g,160,C1z089,2024.7.17,"뉴트리플랜 참치&닭가슴살 160g은 반려동물의 건강을 생각한 맛있는 캔 사료입니다. 참치와 닭가슴살이 조화를 이루어 높은 단백질과 필수 영양소를 제공합니다. 부드럽고 풍미가 가득한 식감으로 반려동물이 좋아하며, 소화가 잘 되는 성분으로 설계되어 건강한 식사를 돕습니다. 신선하고 맛있는 식사로 반려동물의 만족도를 높여줍니다.",
90,28,1,닥터할리 펫밀크 바닐라,2000,바닐라 맛의 반려동물 전용 우유,ml,200,Z1z090,2024.7.18,"닥터할리 펫밀크 바닐라는 반려동물을 위한 특별한 간식으로, 맛있는 바닐라 맛이 특징입니다. 고품질의 영양가 있는 성분을 사용하여 반려동물의 건강을 지켜줍니다. 칼슘과 비타민이 풍부하여 뼈와 치아 건강을 지원하며, 소화가 잘 되는 성분으로 설계되었습니다. 간편하게 제공할 수 있어 반려동물의 특별한 간식으로 좋습니다.",
91,20,1,닥터할리 펫밀크 캣 200ml,2000,"펫밀크 캣, 영양 가득한 고양이용 우유",ml,200,C2z091,2024.7.19,"닥터할리 펫밀크 캣은 200ml의 용량으로, 고양이를 위한 영양이 풍부한 우유입니다. 고양이의 건강과 미각을 고려하여 만들어졌으며, 중요한 비타민과 미네랄이 포함되어 있습니다. 특별한 간식이나 일상적인 보충식으로 제공하기 적합합니다. 부드러운 질감과 맛으로 고양이의 입맛을 사로잡습니다.",
92,8,1,닥터할리 펫밀크 바닐라,2000,밀크바닐라 맛의 강아지 간식입니다.,g,200,D2z092,2024.7.20,"닥터할리펫밀크바닐라는 반려동물을 위한 영양가 높은 우유 간식으로, 바닐라 향이 더해져 반려동물의 기호성을 높입니다. 칼슘과 비타민이 풍부하여 뼈 건강을 지원하며, 소화가 잘 되도록 특별히 제조되었습니다. 간식으로 주기에도, 식사 대용으로도 이상적입니다.",
93,7,1,닥터할리 펫밀크 시니어,2000,노화된 반려견을 위한 닥터할리 펫밀크,ml,200,D2s093,2024.7.21,"닥터할리펫 밀크 시니어는 나이가 많은 반려동물을 위한 특별한 밀크입니다. 노화에 따른 영양소 부족을 보충하며, 소화가 잘 되는 성분으로 노령 반려동물의 건강을 지원합니다. 맛있는 맛과 부드러운 질감으로 쉽게 섭취할 수 있으며, 반려동물의 활력을 유지하는 데 도움을 줍니다.",
94,8,1,닥터할리 펫밀크 카라멜,2000,"밀크카라멜 맛 영양제, 강아지 건강 보조",ml,200,D2z094,2024.7.22,"카라멜 맛의 이 간식은 반려동물의 입맛을 사로잡는 맛있는 보상입니다. 부드러운 질감이 특징이며, 영양가가 높아 간식과 보상으로 적합합니다. 소량씩 주기 좋은 제품으로, 반려동물의 특별한 간식 시간에 적합하며, 맛과 영양을 동시에 충족시키는 간식입니다.",
95,8,1,더꾸이독꾸이 생선살 30g,3000,강아지를 위한 생선살 간식입니다.,g,30,D2z095,2024.7.23,"더꾸이독꾸이 생선살은 신선한 생선살을 사용하여 만든 고양이용 간식입니다. 30g의 소포장으로 제공되어 간편하게 급여할 수 있으며, 고단백 저지방으로 고양이의 건강을 지원합니다. 풍부한 맛과 향이 고양이의 기호성을 높이며, 자연 그대로의 맛을 살린 건강한 간식입니다.",
96,12,1,더독 4220 치약,8500,"애견용 치약, 효과적인 치아 관리",g,70,D3z096,2024.7.24,"이 치약은 반려견의 치아와 잇몸을 건강하게 유지하는 데 효과적인 제품입니다. 4220으로 이름 붙여진 이 치약은 플라크와 타르타르 제거에 도움을 주며, 구취를 상쾌하게 없애줍니다. 안전한 성분으로 반려견의 구강 건강을 고려하여 만들어졌으며, 매일 사용해도 안심할 수 있습니다. 치아 관리와 함께 건강한 구강 상태를 유지하는 데 필수적인 제품입니다.",
97,28,1,더독 수제 북어국,3500,수제로 만든 북어국 강아지 간식,g,150,Z1z097,2024.7.25,"더독 수제 북어국은 반려견을 위한 건강한 간식으로, 신선한 북어를 사용하여 만든 국물입니다. 자연 재료로 만들어져 소화가 잘 되고, 반려견의 기호를 만족시킵니다. 북어의 풍미가 가득하며, 건강한 영양소를 제공하여 반려견의 건강을 지원합니다. 식사에 추가하거나 간식으로 제공하기에 좋은 제품입니다.",
98,2,1,더독 수제 삼계죽 150g,3500,수제 삼계죽으로 만든 강아지용 간식입니다.,g,150,D1a098,2024.7.26,"더독 수제 삼계죽은 건강한 재료로 정성스럽게 만든 반려견용 영양식입니다. 신선한 닭고기와 다양한 야채를 사용하여 반려견의 입맛을 사로잡고, 소화가 잘 되는 부드러운 식감이 특징입니다. 150g의 적당한 용량으로 한 끼 식사로 이상적이며, 반려견의 기력 회복과 건강 유지에 도움을 줍니다.",
99,1,1,더독 수제 삼계탕,3500,수제로 만든 삼계탕을 반려견에게 제공하는 더독 제품,g,150,D1j099,2024.7.27,"더독 수제 삼계탕으로 반려동물에게 특별한 한 끼를! 자연 재료를 사용하여 정성껏 만든 삼계탕으로, 닭고기와 영양 가득한 재료가 포함되어 있습니다. 풍부한 맛과 영양이 반려동물의 건강을 지원하며, 소화가 잘 되어 민감한 반려동물도 안심하고 먹을 수 있습니다. 수제 방식으로 더욱 신선하고 건강한 식사를 제공합니다.",
100,4,1,더독 수제 오리탕,3500,"수제 오리탕, 애견용 보양식",g,150,D1z100,2024.7.28,"더독 수제 오리탕은 반려견을 위한 맛있고 건강한 식사입니다. 신선한 오리와 다양한 채소가 포함되어 있어 영양이 풍부하고 소화가 잘 됩니다. 수제 방식으로 정성스럽게 조리되어, 반려견의 입맛을 사로잡으며, 100% 자연 재료로 만들어져 건강에도 좋습니다. 매일 식사나 특별한 간식으로 적합한 제품입니다.",
101,8,1,더독 치킨 치즈 슬라이스 100g,4300,치즈와 치킨을 조화롭게 섞어 맛있고 건강한 간식입니다.,g,100,D2z101,2024.7.29,"더독 치킨 치즈 슬라이스 100g은 반려견을 위한 영양 간식입니다. 고품질 닭고기와 치즈를 주원료로 하여 풍부한 단백질과 칼슘을 제공합니다. 부드러운 슬라이스 형태로 모든 크기의 반려견이 쉽게 먹을 수 있으며, 훈련 간식으로도 이상적입니다. 맛있는 풍미로 반려견의 입맛을 사로잡으며, 건강한 성분으로 안심하고 급여할 수 있습니다. 간편한 포장으로 휴대와 보관이 용이합니다.",
102,8,1,더리얼 레시피 삼계탕,5700,건강한 애견용 보양식,g,200,D2z102,2024.7.30,"삼계탕 맛의 이 제품은 반려견을 위한 맛있고 영양가 높은 사료입니다. 신선한 재료와 조리법으로 만들어져, 반려견에게 풍부한 단백질과 영양을 제공합니다. 자연스러운 삼계탕의 맛과 향이 반려견의 입맛을 돋우어 주며, 건강한 식사로 매일 제공하기 좋습니다. 400g의 대용량으로 경제적입니다.",
103,28,1,더리얼 레시피 완자탕,5000,신선한 재료로 만든 깊고 풍부한 국물의 완자탕,g,200,Z1z103,2024.7.31,"더리얼 레시피 완자탕은 반려견을 위한 맛있는 완자탕 제품입니다. 신선한 고기와 채소를 사용하여 깊고 진한 맛을 자랑하며, 영양가 높은 성분으로 건강을 지원합니다. 반려견이 좋아할 부드러운 식감과 풍부한 국물로 식사 시간을 더욱 즐겁게 만들어 주며, 균형 잡힌 영양을 제공하는 훌륭한 간식입니다.",
104,8,1,더리얼 레시피 치킨볼,5200,"고품질 닭고기 볼 간식, 영양 가득한 맛있는 스낵",g,100,D2z104,2024.8.1,"신선한 치킨을 주원료로 사용하여 반려견의 건강과 맛을 동시에 고려한 고급 간식입니다. 부드럽고 풍부한 식감이 반려견의 입맛을 사로잡으며, 단백질이 풍부해 에너지를 제공합니다. 첨가물이 없는 자연 그대로의 간식으로, 반려견의 활동적인 일상에 필요한 영양소를 공급하며, 보상이나 훈련 간식으로도 적합합니다. 건강과 맛, 두 마리 토끼를 잡는 이 간식으로 반려견에게 특별한 시간을 선사하세요.",
105,14,1,더리얼 캣 그레인프리 크런치 닭고기 1kg,22000,"고양이를 위한 곡물 없는 크런치 사료로, 닭고기가 주 재료로 사용되어 건강한 식사를 도와줍니다.",g,1000,C1a105,2024.8.2,"더리얼 캣 그레인프리 크런치 닭고기는 고양이를 위한 그레인프리 사료입니다. 1kg의 대용량으로 제공되며, 닭고기를 주원료로 사용하여 고양이의 기호성을 높입니다. 곡물 없이 제조되어 알레르기 걱정이 없으며, 건강한 단백질 공급원으로 고양이의 전반적인 건강을 지원합니다.",
106,24,1,더펫원츠 냥치카펜,11000,고양이를 위한 치카펜으로 장난감과 치료 효과를 동시에 제공합니다.,X,1,C3z106,2024.8.3,"더펫원츠 냥치카펜은 고양이의 놀이와 운동을 위한 장난감입니다. 다양한 질감과 색상이 고양이의 호기심을 자극하며, 낚시대 형태로 고양이와의 상호작용을 즐겁게 합니다. 튼튼한 소재로 제작되어 오랜 시간 사용 가능하며, 고양이의 사냥 본능을 만족시킬 수 있는 장난감입니다.",
107,8,1,덴탈라이프 미니 독 193g,10900,"소형견용 덴탈 간식, 구강 건강 관리에 도움",g,193,D2z107,2024.8.4,"이 간식은 소형견의 치아 건강을 고려하여 설계된 제품으로, 치아와 잇몸의 청결을 유지하는 데 도움을 줍니다. 특별한 질감이 치아의 플라크와 타르타르를 제거하고, 구취를 줄여줍니다. 비타민과 미네랄이 풍부해 영양가가 높으며, 매일 간식으로 제공하여 반려견의 건강한 입안과 전반적인 웰빙을 지원합니다. 작고 가벼운 사이즈로 소형견에게 적합하며, 맛있고 건강한 간식을 찾는 보호자에게 이상적입니다.",
108,20,1,덴탈라이프 트릿 치킨 캣 51g,4500,치킨 맛의 치아 건강을 위한 고양이 간식 51g,g,51,C2z108,2024.8.5,"덴탈라이프 트릿 치킨 캣 51g은 고양이의 구강 건강을 위해 설계된 간식입니다. 치킨 맛으로 고양이가 좋아하며, 특별한 질감이 치아와 잇몸을 청소하고 구강 건강을 유지하는 데 도움을 줍니다. 고단백 성분과 영양이 풍부하여 고양이의 건강한 식습관을 지원하며, 간편하게 제공할 수 있는 치아 관리 간식입니다.",
109,24,1,도레미파 냥오름 고양이 스크래쳐,83000,"내구성 좋은 스크래쳐, 고양이 스트레스 해소",cm,200,C3z109,2024.7.10,"도레미파 냥오름 고양이 스크래쳐는 고양이의 긁기 본능을 만족시킬 수 있는 스크래쳐입니다. 내구성이 강한 재질로 제작되어 오랜 사용이 가능하며, 고양이의 발톱을 건강하게 유지하는 데 도움을 줍니다. 디자인이 세련되어 집안 인테리어와 잘 어울리며, 고양이의 흥미를 끌어주는 제품입니다.",
110,16,1,동원 뉴트리플랜 건강프로젝트 장&유리너리 160g,1500,반려견 장과 방광 건강을 위한 건강프로젝트 160g,g,160,C1z110,2024.7.11,"동원 뉴트리플랜 건강프로젝트 장&유리너리 160g은 반려동물의 장과 유리너리 건강을 지원하는 캔 사료입니다. 식이섬유와 필수 영양소가 풍부하여 장 건강을 개선하고, 비타민과 미네랄이 유리너리 기능을 돕습니다. 신선한 재료로 만들어져 맛과 영양이 뛰어나며, 반려동물의 건강을 종합적으로 관리할 수 있습니다.",
111,16,1,동원 뉴트리플랜 건강프로젝트 피부&모질 160g,1500,반려견 피부와 모질 건강을 위한 건강프로젝트 160g,g,160,C1z111,2024.7.12,"동원 뉴트리플랜 건강프로젝트 피부&모질 160g은 반려동물의 피부와 모질 건강을 위한 캔 사료입니다. 피부와 털 건강에 필요한 오메가-3와 오메가-6 지방산이 풍부하며, 비타민과 미네랄이 균형 잡혀 있습니다. 신선한 재료로 만들어져 맛과 영양이 뛰어나며, 반려동물의 건강을 유지하는 데 도움을 줍니다.",
112,24,1,딩동펫 익사이트 우드 캣휠,338000,다양한 크기의 고양이 운동용 캣휠,cm,100,C3z112,2024.7.13,"딩동펫 익사이트 우드 캣휠 S-XL은 고양이의 운동을 지원하는 캣휠입니다. 내구성이 강한 우드 소재로 제작되어 안정감 있게 사용 가능하며, 다양한 사이즈로 제공되어 고양이의 크기에 맞게 선택할 수 있습니다. 운동과 놀이를 동시에 제공하며, 고양이의 활동성을 높여줍니다.",
113,8,1,똑똑한입 포천 이동갈비 250g,12500,포천 이동갈비로 만든 똑똑한입 간식 250g,g,250,D2z113,2024.7.14,"똑똑한입 포천 이동갈비 250g은 반려견을 위한 풍미 가득한 간식입니다. 신선한 이동갈비를 사용하여 만든 제품으로, 고단백과 영양이 풍부합니다. 씹는 즐거움을 제공하며, 반려견의 기호를 만족시킵니다. 250g의 패키지로 적당량을 간편하게 제공할 수 있습니다.",
114,24,1,마따따비 막대,2000,고양이가 좋아하는 간식,g,12,C3z114,2024.7.15,"마따따비 막대는 고양이를 위한 장난감으로, 고양이의 놀이 본능을 자극합니다. 마따따비 향이 고양이의 흥미를 끌어주며, 씹거나 던지는 재미를 제공합니다. 다양한 질감과 디자인으로 고양이의 놀이 시간을 더욱 즐겁게 해주는 제품입니다. 내구성이 뛰어나며 장시간 사용 가능합니다.",
115,8,1,마이독 스테이크하우스 소고기 큐브 200g,5500,"소고기로 만든 큐브 형태의 강아지 간식으로, 고단백 저지방입니다.",g,200,D2z115,2024.7.16,"마이독 스테이크하우스 소고기 큐브 200g은 반려견을 위한 프리미엄 간식입니다. 부드러운 소고기 큐브 형태로 만들어져 반려견이 쉽게 씹고 소화할 수 있습니다. 고품질 소고기를 사용하여 단백질이 풍부하며, 자연 그대로의 맛을 제공합니다. 훈련용 간식으로도 이상적이며, 반려견의 입맛을 사로잡을 수 있습니다. 영양가 높은 성분들로 구성되어 있어 반려견의 건강과 활력을 유지하는 데 도움이 됩니다.",
116,8,1,마이독 스테이크하우스 연어 큐브 200g,5500,"신선한 연어 큐브, 고단백 저지방 영양 간식",g,200,D2z116,2024.7.17,"고급 연어를 주원료로 한 맛있는 간식으로, 반려견의 피부와 털 건강을 지원합니다. 풍부한 오메가-3 지방산과 단백질이 함유되어 있어, 건강한 에너지와 영양을 제공합니다. 큐브 형태로 간편하게 제공되며, 육즙 가득한 맛으로 반려견의 입맛을 돋우어줍니다. 간식으로 주기 좋고, 훈련 보상이나 특별한 간식 시간에 적합한 제품입니다.",
117,8,1,맥시 치킨져키 800g,13700,치킨으로 만든 져키 800g,g,800,D2z117,2024.7.18,"맥시 치킨 져키 800g은 반려견을 위한 풍부한 단백질 간식입니다. 신선한 치킨을 사용하여 건강하고 맛있는 져키를 제작하였으며, 씹기 좋은 질감으로 반려견의 기호를 만족시킵니다. 800g의 대용량으로 오랜 시간 동안 제공할 수 있으며, 영양과 맛을 동시에 제공하는 간식입니다.",
118,8,1,명태녹차 100g,9800,반려동물의 건강과 맛을 동시에 고려한 명태녹차 100g,g,100,D2z118,2024.7.19,"반려동물의 건강과 맛을 동시에 고려한 명태녹차 100g을 소개합니다! 신선한 명태와 녹차의 조합으로 만든 이 간식은 고단백 저지방으로 반려동물의 영양을 균형 있게 채워줍니다. 명태의 풍부한 오메가-3 지방산이 반려동물의 피부와 털 건강을 증진시키며, 녹차의 항산화 성분이 면역력을 강화해줍니다. 자연 그대로의 재료를 사용하여 인공 첨가물 없이 건강하게 만들어졌습니다. 한 입 크기로 쉽게 급여할 수 있어 훈련용으로도 적합하며, 반려동물의 입맛을 사로잡아 줄 것입니다. 명태녹차 100g으로 반려동물에게 건강한 즐거움을 선사하세요!",
119,24,1,모넬로 묘글 베란다 윈도우 캣폴 원목 캣타워,337000,고양이의 행복과 안락을 위한 아름다운 베란다용 캣타워,cm,115,C3z119,2024.7.20,"모넬로 묘글 베란다 윈도우 캣폴 원목 캣타워 GO2078은 원목으로 제작된 고급스러운 캣타워입니다. 베란다와 윈도우에 설치할 수 있으며, 자연스러운 디자인과 튼튼한 구조로 고양이의 놀이와 휴식을 지원합니다. 고양이가 창 밖을 바라보며 즐길 수 있는 독특한 설계로, 집안에 자연을 더하는 제품입니다.",
120,36,1,몰리스 냄새잡는 패드 M 80매,19900,소프트 치킨 스틱껌,개,80,Z3z120,2024.7.21,"몰리스 냄새잡는 패드 M 80매는 반려동물의 배변을 위한 필수 아이템입니다. 뛰어난 흡수력과 냄새 차단 기능으로 청결을 유지하며, 대형 사이즈로 넉넉한 사용이 가능합니다. 액체를 신속하게 흡수해 패드 위에 오래 머무르지 않으며, 반려동물의 편안한 환경을 유지해주는 효과적인 패드입니다.",
121,12,1,몰리스 미끄러지지 않는 패드 L 35매,19900,미끄러지지 않도록 설계된 강아지용 패드입니다.,개,35,D3z121,2024.7.22,"몰리스 미끄러지지 않는 패드는 반려동물의 배변 관리를 위해 설계된 실용적인 패드입니다. L 사이즈로 넉넉한 크기와 35매입으로 제공되며, 바닥에서 미끄러지지 않아 안정적으로 사용할 수 있습니다. 뛰어난 흡수력과 냄새 차단 기능으로 쾌적한 환경을 유지하는 데 도움을 줍니다.",
122,12,1,몰리스 미끄러지지 않는 패드 M 80매,19900,미끄럼 방지 기능이 있는 중간 사이즈의 강아지 화장실 패드입니다.,개,80,D3z122,2024.7.23,"몰리스 미끄러지지 않는 패드 M은 중형 반려견을 위한 실용적인 패드입니다. 패드는 바닥에 잘 붙어 미끄러짐을 방지하며, 방수 처리로 바닥을 보호합니다. 80매가 포함된 이 패드는 고급 흡수재로 설계되어 빠른 흡수와 냄새 차단이 가능하며, 위생적으로 배변 문제를 해결합니다. 사용 후 버리기 간편하여 관리가 용이하며, 반려견의 배변 훈련에 효과적입니다.",
123,20,1,몰리스 미니캔 닭가슴살과흰살생선 6개입,4200,"닭가슴살과 흰살생선 미니캔, 고양이용 6개입 세트",g,180,C2z123,2024.7.24,"미니캔은 닭가슴살과 흰살생선이 포함된 고양이 간식으로, 6개입 패키지로 제공됩니다. 고양이의 입맛을 사로잡는 신선한 재료로 만들어졌으며, 간식 시간에 특별한 즐거움을 더해줍니다. 소량씩 제공하기 좋은 제품으로, 영양가와 맛을 동시에 충족시킵니다.",
124,4,1,몰리스 쉬야응가 1회용 패드 L 50매,13900,대형견을 위한 쉬야응가 1회용 패드 50매,개,50,D1z124,2024.7.25,"몰리스 쉬야응가 1회용 패드 L 50매로 깔끔한 배변 관리를! 대형 사이즈의 이 패드는 흡수력이 뛰어나며, 냄새를 효과적으로 차단해 줍니다. 다양한 용도로 사용 가능한 이 패드는 간편하게 교체할 수 있어 청결한 환경을 유지하는 데 도움을 줍니다. 50매로 넉넉한 양을 제공하여 실용적입니다.",
125,12,1,몰리스 쉬야응가 1회용 패드 M 100매,13900,간편하게 사용할 수 있는 중간 사이즈의 강아지 화장실 패드입니다.,개,100,D3z125,2024.7.26,"몰리스 쉬야응가 1회용 패드 M 100매는 반려견을 위한 실용적인 배변 패드입니다. 강력한 흡수력으로 소변을 빠르게 흡수하고, 누수 방지 설계로 바닥을 깨끗하게 유지합니다. 대형 사이즈로 넉넉한 커버리지를 제공하며, 사용 후 간편하게 폐기할 수 있어 위생적입니다. 패드는 미끄러짐 방지 기능이 있어 반려견이 사용할 때 안정적으로 유지됩니다. 경제적인 대용량 포장으로 장기간 사용하기 좋습니다.",
126,12,1,몰리스 쉬야응가 튀지않는 패드 L 20매,13900,튀지 않고 흡수력이 뛰어난 대형 패드,개,20,D3z126,2024.7.27,"몰리스 쉬야응가 튀지않는 패드 L 20매로 깨끗한 배변 관리를! 튀지 않는 특수 설계로 액체를 빠르게 흡수하며 냄새를 효과적으로 차단해 줍니다. 대형 사이즈로 넉넉한 사용이 가능하며, 교체가 간편하여 일상적인 청결 유지에 유용합니다. 20매로 실용적이고 경제적인 선택입니다.",
127,12,1,몰리스 쉬야응가 튀지않는 패드 M 45매,13900,튀지 않고 강력한 흡수력을 자랑하는 중형 패드,개,45,D3z127,2024.7.28,"몰리스 쉬야응가 튀지않는 패드는 반려동물의 배변 관리를 위한 패드입니다. M 사이즈로 45매입으로 제공되며, 특수 흡수층이 액체를 빠르게 흡수하고 튀는 것을 방지합니다. 강력한 흡수력과 냄새 차단 기능으로 쾌적한 환경을 유지할 수 있습니다.",
128,8,1,몰리스 오리 져키믹스,16000,"오리 져키믹스, 애견용 고단백 간식",g,800,D2z128,2024.7.29,"오리고기로 만든 이 간식은 반려견이 좋아하는 맛과 질감을 제공합니다. 높은 단백질과 영양이 풍부해 건강한 간식으로 적합하며, 다양한 크기와 질감이 혼합되어 있어 다양한 입맛에 맞출 수 있습니다. 훈련 보상이나 특별한 간식으로 제공하기에 좋으며, 반려견의 행복한 시간을 만들어주는 제품입니다.",
129,8,1,몰리스 체다치즈볼 210g,5700,맛있는 체다치즈볼,g,210,D2z129,2024.7.30,"몰리스 체다치즈볼 (210g)로 반려동물의 간식 시간을 더욱 즐겁게! 풍부한 체다 치즈 맛이 반려동물의 입맛을 사로잡으며, 바삭한 식감이 씹는 재미를 더해줍니다. 건강한 재료로 만들어져 영양가가 높으며, 간식이나 훈련 보상으로 적합한 선택입니다. 210g의 넉넉한 양으로 오랫동안 사용 가능합니다.",
130,8,1,몰리스 치즈소시지 800g,14000,고양이를 위한 치즈 소시지 혼합 사료입니다.,g,800,D2z130,2024.7.31,"몰리스 치즈소시지는 반려견이 좋아하는 치즈와 소시지를 결합한 간식입니다. 800g의 대용량으로 여러 번 나누어 급여할 수 있으며, 고소한 치즈 맛이 반려견의 입맛을 사로잡습니다. 단백질과 칼슘이 풍부하여 건강한 간식 선택입니다.",
131,20,1,몰리스 크런치홀릭 닭고기 60g,2800,"닭고기로 만든 강아지 간식으로, 씹는 재미와 영양을 제공합니다.",g,60,C2z131,2024.8.1,"몰리스 크런치홀릭 닭고기 60g은 반려견을 위한 맛있는 간식입니다. 신선한 닭고기를 사용하여 고단백 저지방으로 만들어졌으며, 바삭한 크런치 질감이 반려견의 씹는 재미를 더해줍니다. 소형 포장으로 휴대가 간편하여 외출 시에도 쉽게 급여할 수 있습니다. 훈련 간식으로도 이상적이며, 반려견의 입맛을 사로잡는 최고의 간식입니다. 인공 첨가물 없이 자연 그대로의 맛과 영양을 제공합니다.",
132,20,1,몰리스 크런치홀릭 양고기 60g,2800,풍부한 양고기 맛을 가진 크런치형 강아지 간식 60g,g,60,C2z132,2024.8.2,"몰리스 크런치홀릭 양고기 60g으로 반려동물의 간식 시간을 특별하게! 양고기의 진한 맛과 바삭한 식감이 반려동물의 입맛을 사로잡으며, 고단백으로 건강을 지원합니다. 60g의 소용량으로 간편하게 제공할 수 있으며, 훈련 보상이나 간식으로 적합한 선택입니다.",
133,20,1,몰리스 크런치홀릭 연어 60g,2800,"연어로 만든 강아지 간식으로, 씹는 재미가 있는 크런치 형태입니다.",g,60,C2z133,2024.8.3,"몰리스 크런치홀릭 연어 60g은 반려견을 위한 맛있는 간식입니다. 신선한 연어를 사용하여 고단백 저지방으로 만들어졌습니다. 바삭한 크런치 질감이 반려견의 씹는 재미를 더해주며, 구강 건강에도 도움을 줍니다. 소형 포장으로 휴대가 간편하여 외출 시에도 쉽게 급여할 수 있습니다. 훈련 간식으로도 이상적이며, 반려견의 입맛을 사로잡는 최고의 간식입니다.",
134,20,1,몰리스 크런치홀릭 참치 60g,2800,참치로 만든 크런치홀릭 몰리스 간식 60g,g,60,C2z134,2024.8.4,"몰리스 크런치홀릭 참치 60g은 고양이의 씹는 즐거움을 더해주는 간식입니다. 바삭바삭한 식감이 치아 건강을 도와주며, 참치의 진한 맛으로 고양이의 입맛을 사로잡습니다. 영양가 높은 재료로 만들어져 건강에 좋고, 훈련 보상이나 간식으로 적합합니다.",
135,8,1,몰리스 화이트 스틱껌 소프트치킨 400g,11000,풍부한 소프트 치킨 맛으로 반려견의 입맛을 사로잡는 고품질 스틱껌입니다.,g,400,D2z135,2024.8.5,"몰리스 화이트 스틱껌 소프트치킨 400g은 반려견을 위한 맛있는 간식입니다. 소프트치킨 맛으로 반려견의 입맛을 사로잡으며, 씹는 재미와 함께 치아 건강도 지원합니다. 특수 설계된 질감으로 치석과 플라그를 제거하는 데 도움을 주며, 영양가 높은 성분으로 건강하게 간식을 즐길 수 있습니다.",
