product_id,category_id,discount_id,product_name,product_price,product_description,unit,value,product_code,created_date,product_detailed_description,product_additional_info
183,14,1,쉬바참치와연어파우치6팩 420g,9900,"참치와 연어가 들어간 쉬바 파우치 6팩, 총 420g",g,420,C1a183,2024.7.30,"쉬바 참치와 연어 파우치 6팩 420g은 고양이를 위한 완벽한 식사 솔루션입니다. 신선한 참치와 연어가 풍부하게 담겨 있어 맛과 영양을 동시에 제공합니다. 파우치 형태로 간편하게 급여할 수 있으며, 수분이 풍부하여 고양이의 수분 섭취를 돕습니다. 매일의 식사에 신선함을 더해 보세요.",
184,6,1,슈퍼츄 터키츄 링S 10개입,9900,맛있는 터키츄 링S 10개 세트,개,10,D2a184,2024.7.31,"슈퍼츄 터키츄 링S 10개입으로 반려동물의 간식 시간을 더욱 즐겁게! 부드럽고 씹기 좋은 터키츄 링은 고단백 간식으로 반려동물의 건강을 지원합니다. 작은 사이즈로 설계되어 작은 입에도 적합하며, 맛있는 터키의 풍미가 입맛을 사로잡습니다. 10개입으로 넉넉하게 제공되어 훈련 보상이나 간식으로 적합합니다.",
185,5,1,슈퍼츄 터키츄 링S 1개입,1090,"작은 크기의 강아지용 터키 츄 링으로, 먹는 재미를 더해줍니다.",X,1,D2j185,2024.8.1,"슈퍼츄 터키츄 링S 1개입은 반려견을 위한 맛있는 씹기 간식입니다. 고품질 터키 고기를 사용하여 만들어져 단백질이 풍부하며, 씹는 즐거움을 제공합니다. 링 형태로 제작되어 반려견이 쉽게 잡고 씹을 수 있습니다. 치아 건강에 도움을 주는 텍스처로 치석과 플라크 제거에 효과적입니다. 하루 한 번, 반려견의 구강 건강을 관리하고 스트레스를 해소하는 데 이상적인 간식입니다.",
186,6,1,슈퍼츄 터키츄 본M 1개입,2190,"터키츄 본, 중형견용 씹는 간식",X,1,D2a186,2024.8.2,"슈퍼츄 터키츄 본M은 반려견을 위한 건강한 간식으로, 1개입 패키지로 제공됩니다. 터키 맛이 풍부하며, 씹는 재미와 함께 단백질을 공급해 줍니다. 튼튼한 질감이 치아 건강을 지원하며, 영양가가 높아 간식과 훈련 보상으로 적합합니다. 반려견의 입맛을 사로잡는 제품입니다.",
187,6,1,슈퍼츄 터키츄 본S 10개입,9900,작은 크기의 슈퍼츄 터키 츄 본 10개,개,130,D2a187,2024.8.3,"반려견을 위한 최고의 간식, 슈퍼츄 터키츄 본S 10개입을 소개합니다! 자연 그대로의 터키 고기를 사용하여 만든 이 간식은 반려견에게 건강하고 맛있는 즐거움을 선사합니다. 단단한 본 형태로 제작되어 치아 건강을 도와주고, 오랜 시간 씹을 수 있어 스트레스 해소에도 효과적입니다. 소화가 잘 되는 고품질 원료를 사용해 민감한 반려견도 안심하고 먹을 수 있습니다. 개별 포장으로 신선함을 유지하며, 야외 활동 시에도 간편하게 휴대할 수 있습니다. 슈퍼츄 터키츄 본S 10개입으로 반려견에게 특별한 간식을 선물해 보세요!",
188,5,1,슈퍼츄 터키츄 본S 1개입,1090,소형견을 위한 터키츄 본S 간식,X,1,D2j188,2024.8.4,"슈퍼츄 터키츄 본S 1개입으로 반려동물에게 고단백 간식을 제공하세요! 부드러운 터키츄 본은 씹기 좋은 질감으로 반려동물의 치아 건강을 지원하며, 맛있고 풍부한 터키의 풍미가 입맛을 사로잡습니다. 1개입으로 간편하게 급여할 수 있으며, 훈련 보상이나 간식으로 적합합니다.",
189,3,1,시저 11세 이상 쇠고기 캔 3개입,6200,"11세 이상 고양이를 위한 쇠고기 캔 사료로, 노령 고양이의 영양을 지원합니다.",개,3,D1s189,2024.8.5,"시저 11세 이상 쇠고기 캔 3개입은 고령 반려견을 위한 프리미엄 습식 사료입니다. 신선한 쇠고기를 사용하여 부드러운 식감과 풍부한 영양을 제공합니다. 고령 반려견의 소화기 건강을 지원하며, 필수 비타민과 미네랄이 포함되어 있어 전반적인 건강을 유지합니다. 각 캔은 개별 포장되어 있어 신선함을 유지하며, 간편하게 급여할 수 있습니다. 맛과 영양을 모두 갖춘 고령 반려견을 위한 이상적인 선택입니다.",
190,3,1,시저 11세 이상 닭고기 캔 3개입,6200,11세 이상 시저 강아지용 닭고기 캔 3팩,개,3,D1s190,2024.7.10,"시저 11세 이상 닭고기 캔 3개입은 중장년견을 위한 맛있는 식사입니다. 신선한 닭고기가 주 재료로 사용되어 고단백과 함께 부드러운 식감을 제공합니다. 나이가 든 강아지의 건강을 고려하여 영양이 균형 잡힌 레시피로, 쉽게 소화되고 맛있게 즐길 수 있습니다. 3개입으로 실용적이며, 건강한 식사로 반려견의 만족도를 높여줍니다.",
191,3,1,시저 14세 이상 쇠고기와 쌀과 야채 캔 3개입,6200,"14세 이상 개를 위한 쇠고기, 쌀과 야채로 조리된 캔 사료 세트",개,3,D1s191,2024.7.11,"시저 14세 이상 쇠고기와 쌀과 야채 캔 3개입으로 노령견에게 맞춤 영양을 제공하세요! 부드러운 쇠고기와 영양이 풍부한 쌀, 야채가 조화를 이루어 반려견의 입맛을 사로잡으며, 노령견의 건강을 고려한 영양 성분으로 만들어졌습니다. 3개입의 실용적인 용량으로 간편하게 급여할 수 있습니다.",
192,8,1,시저 닭고기 캔 3개입,6200,신선한 닭고기를 사용한 캔 사료 세트,개,3,D2z192,2024.7.12,"시저 닭고기 캔 3개입으로 반려견에게 맛있는 식사를 제공하세요! 신선한 닭고기가 가득 담긴 이 캔은 부드럽고 먹기 쉬운 식감으로 반려견의 입맛을 사로잡으며, 영양이 풍부하여 균형 잡힌 식사를 지원합니다. 3개입으로 경제적이며, 간편하게 급여할 수 있는 캔 타입입니다.",
193,4,1,시저 불고기 캔 3개입,6200,시저의 불고기 맛 캔 간식입니다.,개,3,D1z193,2024.7.13,"시저 불고기 캔은 반려견이 좋아하는 불고기 맛을 담은 고급 간식입니다. 3개입으로 제공되며, 신선한 고기를 사용하여 고소하고 진한 맛이 특징입니다. 소량씩 급여하기에 편리하며, 필수 영양소가 포함되어 있어 건강한 간식 선택입니다.",
194,8,1,시저 비프 앤 치킨 캔 3개입,6200,"비프와 치킨이 들어간 강아지 캔 사료로, 강아지가 좋아할 맛입니다.",개,3,D2z194,2024.7.14,"시저 비프 앤 치킨 캔 3개입은 반려견을 위한 고급 습식 사료입니다. 신선한 비프와 치킨이 주원료로 사용되어 단백질이 풍부하며, 반려견의 근육과 뼈 건강을 지원합니다. 촉촉한 식감과 맛있는 풍미로 까다로운 입맛의 반려견도 만족시킵니다. 각 캔은 개별 포장되어 있어 신선함을 유지하며, 편리하게 급여할 수 있습니다. 주식 또는 간식으로 이상적인 선택입니다.",
195,8,1,시저 소고기 캔 3개입,6200,"소고기로 만든 강아지 캔 사료로, 고기의 맛을 즐길 수 있습니다.",개,3,D2z195,2024.7.15,"시저 소고기 캔 3개입은 반려견을 위한 고급 습식 사료입니다. 신선한 소고기가 주원료로 사용되어 단백질이 풍부하며, 반려견의 근육과 뼈 건강을 지원합니다. 촉촉한 식감과 맛있는 풍미로 까다로운 입맛의 반려견도 만족시킵니다. 각 캔은 개별 포장되어 있어 신선함을 유지하며, 편리하게 급여할 수 있습니다. 주식 또는 간식으로 이상적인 선택입니다.",
196,8,1,시저 쇠고기와 참치 캔 3개입,6200,소고기와 참치로 만든 강아지 캔 사료,개,3,D2z196,2024.7.16,"반려동물의 식사를 더욱 맛있게 해줄 시저 쇠고기와 참치 캔 3개입! 풍부한 쇠고기와 참치의 조화로 고양이의 입맛을 완벽하게 만족시킵니다. 부드러운 텍스처와 높은 수분 함량으로 맛있게 먹을 수 있으며, 필수 영양소가 가득하여 균형 잡힌 식사를 제공합니다. 간편하게 급여할 수 있는 캔 타입으로 더욱 실용적입니다.",
197,4,1,시저 양고기 캔 3개입,6200,시저의 양고기 맛 캔 간식 세트입니다.,개,3,D1z197,2024.7.17,"시저 양고기 캔은 신선한 양고기를 사용하여 만든 고급 반려견용 간식입니다. 3개입으로 제공되며, 풍부한 맛과 부드러운 식감이 반려견의 입맛을 사로잡습니다. 간식으로 급여하기에 적합하며, 필수 영양소가 포함되어 있어 건강을 유지하는 데 도움을 줍니다.",
198,8,1,시저 연어와 감자 캔 3개입,6200,"연어와 감자를 사용한 강아지 캔 사료로, 맛있는 고기와 채소를 함께 제공합니다.",개,3,D2z198,2024.7.18,"시저 연어와 감자 캔 3개입은 반려견을 위한 고급 습식 사료입니다. 신선한 연어와 감자가 주원료로 사용되어 풍부한 영양을 제공합니다. 고단백 저지방 사료로 반려견의 건강과 활력을 유지해줍니다. 촉촉한 식감과 맛있는 풍미로 까다로운 반려견의 입맛도 사로잡습니다. 각 캔은 개별 포장되어 있어 신선함을 유지하며, 편리하게 급여할 수 있습니다. 주식 또는 간식으로 이상적인 선택입니다.",
199,1,1,시저 퍼피 쇠고기와 달걀 캔 3개입,6200,쇠고기와 달걀 어린 강아지용 캔,개,3,D1j199,2024.7.19,"시저 퍼피 쇠고기와 달걀 캔 3개입은 강아지를 위한 맛있는 캔 사료입니다. 쇠고기와 달걀을 사용하여 풍부한 단백질과 필수 영양소를 제공합니다. 부드러운 식감으로 강아지가 쉽게 먹을 수 있으며, 성장기에 필요한 영양을 균형 있게 공급합니다. 3개의 캔으로 간편하게 급여할 수 있습니다.",
200,8,1,시저 허브 타임과 호박 닭고기 캔 3개입,6200,허브 타임과 호박이 들어간 닭고기 캔 사료 세트,개,3,D2z200,2024.7.20,"시저 허브 타임과 호박 닭고기 캔 3개입으로 반려견의 입맛을 사로잡으세요! 허브 타임과 호박이 가미된 닭고기로 풍부한 맛과 영양을 제공하며, 부드러운 식감으로 반려견의 식사 시간을 즐겁게 합니다. 3개입으로 실용적이며, 간편하게 급여할 수 있는 제품입니다.",
201,1,1,시저 흰살생선과 야채 캔 3개입,6200,시저의 흰살 생선과 야채가 들어간 캔 3개 포함,개,3,D1j201,2024.7.21,"시저 흰살생선과 야채 캔 3개입으로 반려동물의 식사를 더욱 풍성하게! 흰살생선과 신선한 야채가 조화를 이루는 이 캔은 부드럽고 맛있는 식감을 제공합니다. 고양이의 식욕을 자극하며, 필수 영양소를 골고루 섭취할 수 있습니다. 3개입으로 실용적이며 간편한 급여가 가능합니다.",
202,3,1,시저14세 이상 닭고기와 쌀과 야채 캔 3개입,6200,"14세 이상 시저 강아지용 닭고기, 쌀, 야채 캔 3팩",개,3,D1s202,2024.7.22,"시저 14세 이상 닭고기와 쌀과 야채 캔 3개입은 노령견을 위한 영양 가득한 식사입니다. 신선한 닭고기와 부드러운 쌀, 다양한 야채가 조화롭게 어우러져 풍부한 맛과 영양을 제공합니다. 나이 든 반려견의 소화와 건강을 고려한 레시피로, 쉽게 소화되며 필수 비타민과 미네랄이 포함되어 있습니다. 3개입으로 간편하게 급여할 수 있습니다.",
203,20,1,아스크 게살 슬라이스 50g,7200,"신선한 게살 슬라이스, 고양이 간식으로 적합합니다.",g,50,C2z203,2024.7.23,"아스크 게살 슬라이스는 고품질 게살을 신선하게 슬라이스한 제품으로, 반려동물에게 특별한 간식을 제공합니다. 100% 자연산 게살을 사용하여 인공 첨가물 없이 건강하고 맛있습니다. 게살의 풍부한 단백질과 영양소가 반려동물의 건강을 돕고, 부드러운 식감이 입맛을 사로잡습니다. 훈련용 보상이나 특별한 순간을 위한 간식으로 최적입니다.",
204,1,1,아침애 사료 플러스 오리 1kg,19000,오리를 주 재료로 한 강아지용 사료입니다.,g,1000,D1j204,2024.7.24,"아침애 사료 플러스 오리는 신선한 오리고기를 주원료로 사용한 반려견용 사료입니다. 1kg의 용량으로 제공되며, 고단백 저지방으로 반려견의 체중 관리와 근육 발달에 도움을 줍니다. 소화가 잘 되는 재료로 만들어져 민감한 위장에도 부담 없이 급여할 수 있습니다.",
205,3,1,아침애 사료 플러스 피부건강 1kg,19000,피부 건강에 좋은 강아지용 사료입니다.,g,1000,D1s205,2024.7.25,"아침애 사료 플러스 피부건강은 반려견의 피부와 털 건강을 위한 고급 사료입니다. 1kg의 적당한 용량으로 제공되며, 오메가-3와 오메가-6 지방산이 풍부하여 피부와 털을 윤기 있게 유지합니다. 고품질 원료로 소화가 잘 되고 맛도 뛰어납니다.",
206,12,1,애견 전용 면봉 200pcs,6000,강아지 귀 청소에 사용할 수 있는 면봉입니다.,개,200,D3z206,2024.7.26,"애견 전용 면봉은 반려동물의 귀와 눈 주변을 청소하기 위해 설계된 제품입니다. 200개입의 대용량으로 제공되며, 부드러운 면봉 끝이 자극 없이 청소할 수 있도록 도와줍니다. 반려동물의 위생 관리를 쉽게 할 수 있으며, 청결한 환경을 유지하는 데 도움을 줍니다.",
207,10,1,애견 전용 면봉 80개,3000,강아지의 귀를 위한 전용 면봉입니다.,개,80,D3a207,2024.7.27,"애견 전용 면봉은 반려동물의 귀나 눈 주변을 청소하기에 적합한 제품입니다. 80개입으로 경제적이며, 부드러운 면봉 끝이 자극 없이 청소할 수 있도록 도와줍니다. 반려동물의 위생 관리를 쉽게 할 수 있어, 청결하고 건강한 생활을 유지하는 데 도움을 줍니다.",
208,12,1,애구애구 대형견 쿨매트 해명 S-XL,25500,시원하고 편안한 휴식을 위한 최고급 쿨매트,cm,80,D3z208,2024.7.28,"애구애구 대형견 쿨매트 해명 S-XL은 다양한 사이즈로 제공되는 대형견 전용 쿨매트입니다. 여름철 더위로부터 반려견을 보호하고 시원한 휴식을 제공하는 제품으로, 통기성과 쿨링 효과가 뛰어납니다. 내구성이 강하고 세척이 용이하여, 대형견의 편안한 휴식을 도와주는 제품입니다.",
209,36,1,애니펫 안면 빗,3000,강아지나 고양이의 얼굴 청결을 위한 빗,X,1,Z3z209,2024.7.29,"애니펫안면빗은 반려동물의 얼굴과 털을 부드럽게 빗어주는 도구입니다. 섬세한 브러시가 털의 엉킴을 방지하고, 얼굴 부위의 털을 부드럽게 다듬어줍니다. 편안한 그립과 사용하기 쉬운 디자인으로 반려동물의 미용 관리에 유용한 제품입니다. 정기적인 사용으로 깔끔한 털을 유지할 수 있습니다.",
210,6,1,앱솔루트 바이트 자연건조 고구마 1kg,21500,자연 건조 방식으로 만든 고구마 간식,g,1000,D2a210,2024.7.30,"앱솔루트 바이트 자연건조 고구마는 100% 자연 고구마를 저온 건조하여 만든 건강 간식입니다. 1kg 대용량으로 경제적이며, 고구마의 풍부한 섬유질이 반려동물의 소화를 돕습니다. 인공 첨가물이 없어 안전하고, 씹는 재미로 스트레스 해소에도 좋습니다.",
211,6,1,야채 스낵 육포말이,3500,야채가 들어간 육포 말이 간식,g,20,D2a211,2024.7.31,"야채스낵 육포말이는 반려견을 위한 건강한 간식으로, 신선한 육류와 다양한 야채를 조화롭게 말아 만든 제품입니다. 고단백 성분과 함께 비타민과 미네랄이 풍부하여 반려견의 건강을 지원하며, 씹는 재미와 영양을 동시에 제공합니다. 자연 재료로 만들어져 소화가 잘 되며, 간편하게 제공할 수 있는 맛있는 간식입니다.",
212,36,1,에티펫 귀깨끗시트 30매,2500,반려동물의 귀를 청소하는 티슈 30매,개,30,Z3z212,2024.8.1,"반려동물의 귀 건강을 위한 최적의 선택, 에티펫 귀깨끗시트 30매를 소개합니다! 이 편리한 시트는 귀 안쪽의 먼지와 불순물을 부드럽게 닦아주어 귀 건강을 유지하는 데 도움을 줍니다. 피부에 자극 없이 사용할 수 있도록 순한 성분으로 만들어졌으며, 알로에 베라와 같은 자연 유래 성분이 함유되어 귀를 촉촉하고 깨끗하게 관리해줍니다. 개별 포장으로 언제 어디서나 간편하게 사용 가능하며, 반려동물의 귀 관리 시간을 더욱 쉽고 즐겁게 만들어 줍니다. 에티펫 귀깨끗시트 30매로 반려동물의 귀를 깨끗하고 건강하게 유지해 보세요!",
213,36,1,에티펫 눈물자국 깨끗시트 30매,2500,반려동물의 눈물 자국을 청소하는 티슈 30매,개,30,Z3z213,2024.8.2,"반려동물의 눈가 관리에 최적화된 에티펫 눈물자국 깨끗시트 30매를 소개합니다! 이 시트는 눈물 자국과 눈가 주변의 오염물을 부드럽게 제거하여 반려동물의 얼굴을 깨끗하고 상쾌하게 유지해줍니다. 순한 성분으로 만들어져 피부 자극 없이 사용할 수 있으며, 알로에 베라와 비타민 E가 함유되어 눈가 피부를 촉촉하고 건강하게 보호해줍니다. 개별 포장으로 신선함을 유지하며, 언제 어디서나 간편하게 사용 가능합니다. 에티펫 눈물자국 깨끗시트 30매로 반려동물의 눈가를 항상 청결하게 관리해 보세요!",
214,36,1,에티펫 바르는 치약 100ml,7900,반려동물의 구강 건강을 위한 바르는 치약,ml,100,Z3z214,2024.8.3,"에티펫 바르는 치약은 반려동물의 치아 건강을 관리할 수 있는 치약입니다. 100ML의 용량으로, 치약을 바르고 마사지하면 치석과 플라크 제거에 도움을 줍니다. 구강 내 세균 억제와 상쾌한 입 냄새를 유지하며, 사용이 간편하여 효과적인 구강 관리가 가능합니다.",
215,35,1,에티펫 발바닥보호밤,8900,발바닥을 보호하는 반려동물용 보호밤,g,40,Z3s215,2024.8.4,"에티펫 발바닥 보호 밤은 반려동물의 발바닥을 보호하고 건강하게 유지하는 제품입니다. 천연 성분으로 제작되어 발바닥의 건조함과 균열을 방지하며, 보습 효과가 뛰어나 반려동물의 발바닥을 부드럽고 건강하게 유지합니다. 간편하게 바를 수 있으며, 반려동물의 안전과 편안함을 제공합니다.",
216,35,1,에티펫 부드럽게칫솔,3300,"부드러운 사용감의 칫솔, 에티펫 부드럽게칫솔",X,1,Z3s216,2024.8.5,"에티펫 부드럽게 칫솔로 반려동물의 구강 건강을 효과적으로 관리하세요! 부드러운 브리슬이 치아와 잇몸을 자극 없이 깨끗하게 닦아주며, 편안한 그립으로 사용이 용이합니다. 초보자도 쉽게 사용할 수 있으며, 정기적인 칫솔질로 구강 질환을 예방하고 상쾌한 입냄새를 유지할 수 있습니다.",
217,33,1,에티펫 시작부터칫솔,3300,반려동물의 칫솔질을 시작하는 데 적합한 에티펫 제품,X,1,Z3j217,2024.7.10,"반려동물의 구강 건강 관리를 위한 필수 아이템, 에티펫 시작부터칫솔! 부드러운 브리스틀이 반려동물의 치아와 잇몸을 자극 없이 깨끗하게 닦아줍니다. 편안한 그립과 효율적인 디자인으로 초보자도 쉽게 사용할 수 있으며, 정기적인 칫솔질로 구강 질환을 예방하고 상쾌한 입냄새를 유지할 수 있습니다.",
218,36,1,에티펫 얼룩냄새깨끗 청소티슈,3000,반려동물 얼굴의 얼룩과 냄새를 깨끗하게 청소하는 청소티슈,개,50,Z3z218,2024.7.11,"에티펫 얼룩냄새깨끗 청소티슈로 집안의 청결을 유지하세요! 이 청소티슈는 반려동물의 얼룩과 냄새를 효과적으로 제거하며, 순한 성분으로 안전하게 사용할 수 있습니다. 빠르고 간편하게 청소할 수 있어 바쁜 일상에서도 실용적이며, 세심한 관리가 필요한 공간에서도 유용합니다.",
219,36,1,에티펫 치아깨끗시트 30매,2500,고양이와 강아지의 치아 건강을 위한 깨끗한 시트,개,30,Z3z219,2024.7.12,"에티펫 치아깨끗시트는 반려동물의 구강 위생을 위한 간편한 치아 관리 시트입니다. 30매입으로 경제적이며, 손쉽게 치아를 닦아줄 수 있어 치석과 플라크 제거에 효과적입니다. 신선한 향과 함께 구강 건강을 유지하는 데 도움을 줍니다.",
220,36,1,엠피에스 이태리 스쿠도3 그레이,77000,이태리산 고급 그레이 이동장,X,1,Z3z220,2024.7.13,"엠피에스 이태리 스쿠도3 그레이는 고양이와 반려견을 위한 세련된 디자인의 캣타워입니다. 고품질 재료로 제작되어 튼튼하고 안정감 있으며, 다양한 레벨과 휴식 공간이 마련되어 있어 반려동물이 편안하게 쉴 수 있습니다. 그레이 색상으로 현대적인 인테리어와 잘 어울리며, 기능성과 디자인을 모두 갖춘 제품입니다.",
221,36,1,예펫 우주선 켄넬 이동장 하우스,69000,반려동물의 편안함과 주인의 편리함을 한 번에 만족시키는 이동용 완벽 아이템,X,1,Z3z221,2024.7.14,"예펫 우주선 켄넬 이동장 하우스 퍼플/그레이는 현대적인 디자인과 실용성을 겸비한 이동장입니다. 퍼플과 그레이 색상 조합으로 세련된 외관을 갖추고 있으며, 넓은 내부 공간과 통풍이 잘 되는 메쉬 소재로 반려동물이 편안하게 이동할 수 있습니다. 손잡이와 어깨끈이 있어 편리하게 들거나 메고 이동할 수 있으며, 분리 가능한 바닥판으로 청소가 용이합니다.",
222,10,1,올치 매직 하네스 L,14000,편안하고 안전한 착용감을 제공하는 강아지용 매직 하네스 L 사이즈,X,1,D3a222,2024.7.15,"올치 매직 하네스 L은 반려견을 위한 편안하고 안전한 하네스입니다. 조절 가능한 디자인으로 다양한 체형에 맞게 조절 가능하며, 부드러운 소재로 반려견의 편안한 착용감을 제공합니다. 매끄러운 착용과 견고한 구조로 안전한 산책을 보장하며, 간편한 부착과 분리가 가능합니다.",
223,10,1,올치 매직 하네스 S,14000,작은 크기의 강아지를 위한 편안한 매직 하네스 S 사이즈,X,1,D3a223,2024.7.16,"올치 매직 하네스 S는 반려견의 편안한 착용감을 고려하여 디자인된 하네스입니다. S 사이즈로 소형견에 적합하며, 조절 가능한 스트랩과 인체공학적 디자인으로 편안한 착용이 가능합니다. 강력한 내구성과 반사 소재로 야간 산책 시 안전성을 높였으며, 가벼운 무게로 반려견의 움직임을 방해하지 않습니다. 산책 시 안정감과 편안함을 제공하는 제품입니다.",
224,9,1,올치 킁킁 장난감 A,9000,호기심 발달을 돕는 뼈모양 반려동물 장난감,X,1,D3j224,2024.7.17,"올치 킁킁 장난감 A는 반려견의 놀이 시간을 더욱 활기차게 만들어주는 장난감입니다. 내구성이 뛰어난 소재로 제작되어 오랫동안 사용할 수 있으며, 다양한 질감과 소리로 반려견의 호기심을 자극합니다. 실내외 어디서든 사용할 수 있어 반려견의 스트레스 해소와 신체 활동을 촉진하는 데 도움을 줍니다.",
225,9,1,올치 킁킁 장난감 B,9000,호기심 발달을 돕는 반려동물 장난감,X,1,D3j225,2024.7.18,"올치 킁킁 장난감 B는 반려견의 놀이 시간에 즐거움을 더해주는 고품질 장난감입니다. 내구성이 뛰어난 소재로 제작되어 오래 사용할 수 있으며, 다양한 질감과 소리로 반려견의 호기심을 자극합니다. 놀이를 통해 스트레스를 해소하고 신체 활동을 촉진하는 데 도움을 줍니다.",
226,12,1,우드스틱  SS,6900,장난감으로 사용하기 좋은 소형 우드스틱,X,1,D3z226,2024.7.19,"우드스틱 SS로 반려동물의 씹는 재미를 더해보세요! 견고한 나무로 만들어져 오랜 사용이 가능하며, 씹는 동안 치아 건강을 유지하는 데 도움을 줍니다. 다양한 장난감과 함께 제공되어 반려동물이 흥미롭게 놀 수 있으며, 튼튼한 내구성으로 오랜 시간 즐길 수 있습니다.",
227,6,1,웅자 리얼 스테이크 연어,4500,연어로 만든 강아지용 스테이크,g,100,D2a227,2024.7.20,"웅자 리얼 스테이크는 고양이를 위한 고급 간식으로, 신선한 연어를 사용하여 만들었습니다. 육즙이 풍부하고 부드러운 식감이 고양이의 기호성을 높이며, 고단백으로 건강을 지원합니다. 간식이나 보상용으로 이상적이며, 특별한 날에 주기 좋은 프리미엄 간식입니다.",
228,7,1,웅자 미니 칼슘 닭갈비 100g,4400,칼슘이 풍부한 미니 칼슘 닭갈비 간식 100g,g,100,D2s228,2024.7.21,"웅자 미니 칼슘 닭갈비 100g으로 반려동물에게 맛있고 건강한 간식을! 작은 사이즈와 부드러운 질감으로 소형견과 고양이에게 적합하며, 칼슘이 풍부하여 뼈와 치아 건강을 지원합니다. 맛있는 닭갈비 맛으로 반려동물의 입맛을 사로잡고, 간식으로 이상적인 선택입니다.",
229,8,1,웅자 하드 슬라이스 오리 300g,11900,오리를 하드 슬라이스한 간식 300g,g,300,D2z229,2024.7.22,"웅자 하드 슬라이스 오리 300g은 반려견을 위한 영양 간식으로, 오리를 슬라이스 형태로 건조하여 만들었습니다. 고단백, 저지방 성분으로 반려견의 건강을 지원하며, 씹기 좋은 질감이 치아 건강에도 도움을 줍니다. 300g의 대용량으로 오랜 시간 동안 제공할 수 있으며, 맛과 영양을 동시에 만족시키는 제품입니다.",
